mtitle,budget,rating,genre
"Roadside Convenience",1000,7.6,"Mixed"
"Roar",17000000,5.3,"None"
"Rob Roy",28000000,6.8,"Mixed"
"Robbie's Brother",1000000,7,"Comedy"
"Robe, The",5000000,6.6,"Drama"
"Roberta",610000,6.9,"Mixed"
"Roberta Wells",1000,4,"Short"
"Robin Hood",1000000,7.5,"Romance"
"Robin Hood",15000000,7.2,"Mixed"
"Robin Hood: Prince of Thieves",50000000,6.5,"Mixed"
"Robin and Marian",5000000,6.6,"Mixed"
"Robinson Crusoe on Mars",1200000,6.6,"None"
"Robo Vampire",2500000,1.8,"Mixed"
"RoboCop",13000000,7.1,"Action"
"RoboCop 3",22000000,3.2,"Action"
"Robot Jox",10000000,3.9,"None"
"Robot Monster",16000,2.4,"None"
"Robots",75000000,6.4,"Mixed"
"Rock 'n' Roll Frankenstein",250000,4.3,"Comedy"
"Rock 'n' Roll High School",300000,6.6,"Comedy"
"Rock Around the Clock",300000,5.4,"None"
"Rock Star",38000000,5.8,"Mixed"
"Rock and Roll Fantasy",50000,4.4,"Mixed"
"Rock, The",75000000,7,"Mixed"
"Rocketship X-M",94000,4.9,"None"
"Rockula",1500000,4.5,"Comedy"
"Rocky",1100000,7.8,"Mixed"
"Rocky Horror Picture Show, The",1200000,6.8,"Comedy"
"Rocky IV",31000000,5.3,"Mixed"
"Roger & Me",160000,7.7,"Mixed"
"Rogue Trader",12800000,6.1,"Drama"
"Roi danse, Le",21000000,5.9,"Drama"
"Rollerball",70000000,2.8,"Action"
"Roma",2763806,7.5,"Drama"
"Roman Holiday",1500000,8.1,"Mixed"
"Roman Scandals",1000000,6.2,"Comedy"
"Romance",496000,5.3,"Mixed"
"Romantic Englishwoman, The",1200000,6,"Mixed"
"Romeo + Juliet",14500000,6.7,"Mixed"
"Romeo Division, The",6000,7.2,"Mixed"
"Romeo Must Die",25000000,5.8,"Mixed"
"Ron's Night Out",50000,5.6,"Short"
"Ronin",55000000,7,"Action"
"Rookie, The",24000000,7.2,"Drama"
"Room with a View, A",3000000,7.4,"Mixed"
"Room, The",6000000,2.7,"Mixed"
"Roommates",22000000,6.1,"Mixed"
"Root of All Evil, The",150000,6.6,"Comedy"
"Roots of Heaven, The",4500000,6,"Drama"
"Roozi khe zan shodam",180000,7.3,"Drama"
"Rope",1500000,7.8,"None"
"Rosalie",2000000,6.2,"None"
"Rose & Alexander",4800,8.9,"Mixed"
"Rose, The",8500000,6.6,"Drama"
"Rosemary's Baby",3200000,7.9,"Drama"
"Rosewood",31000000,6.8,"Mixed"
"Rounders",12000000,7.2,"Drama"
"Route 666",2300000,4,"Action"
"Roy",500000,6.9,"Mixed"
"Royal Tenenbaums, The",21000000,7.6,"Mixed"
"Royal Wedding",1590920,6.6,"Mixed"
"Ruby in Paradise",800000,7,"Drama"
"Rugrats Go Wild!",25000000,4.8,"Mixed"
"Rugrats Movie, The",28000000,5.4,"Mixed"
"Rugrats in Paris: The Movie - Rugrats II",30000000,5.7,"Mixed"
"Rules of Attraction, The",4000000,6.7,"Mixed"
"Rules of Engagement",60000000,6.3,"Drama"
"Rules, The",20000,8.9,"Short"
"Rumble Fish",10000000,6.8,"Drama"
"Rumpelstiltskin",3000000,3,"None"
"Run, Angel, Run",96000,5.4,"Mixed"
"Runaway Bride",70000000,5.4,"Mixed"
"Runaway Jury",60000000,7.1,"Drama"
"Rundown, The",85000000,6.5,"Mixed"
"Running Brave",8000000,6.1,"None"
"Running Man, The",27000000,6.2,"Action"
"Running Out",50000,7.6,"None"
"Running Time",120000,7,"None"
"Rush Hour",35000000,6.7,"Mixed"
"Rush Hour 2",90000000,6.5,"Mixed"
"Rushmore",10000000,7.7,"Mixed"
"Rutland, USA",4000,3.9,"Mixed"
"Ryan's Daughter",15000000,7.4,"Mixed"
"Rymdinvasion i Lappland",40000,2.9,"None"
"S.C.I.E.N.C.E",3000,7.8,"Mixed"
"S.W.A.T.",80000000,5.9,"Action"
"SSSSSSS",1300000,4.4,"None"
"Saadia",1250000,4.6,"Drama"
"Sabrina",2238813,7.6,"Mixed"
"Sabrina",58000000,6.1,"Mixed"
"Sacred Is the Flesh",300000,9.4,"None"
"Saddle Buster, The",38000,4.7,"None"
"Safe Men",1000000,6.1,"Comedy"
"Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent, The",65000,2.5,"None"
"Sahara",25000000,3.5,"Drama"
"Sahara",130000000,5.8,"Mixed"
"Saint, The",70000000,5.7,"Mixed"
"Saints and Soldiers",780000,6.9,"Mixed"
"Sally and Angela",5000,6.5,"Mixed"
"Salton Sea, The",18000000,7.2,"Drama"
"Salvador",4500000,7.4,"Drama"
"Same Difference",7000,8.9,"Short"
"Samsara",3000000,7.6,"Mixed"
"San Francisco",1300000,7.5,"Mixed"
"Sand Pebbles, The",12000000,7.6,"Mixed"
"Sandpiper, The",5300000,5.4,"Drama"
"Sands of Iwo Jima",1000000,7,"Mixed"
"Sangre eterna",25000,4.6,"None"
"Sankofa",1000000,5.9,"Drama"
"Santa Claus",50000000,4.7,"None"
"Santa Claus Conquers the Martians",200000,2.3,"None"
"Santa Clause 2, The",60000000,5.8,"Mixed"
"Santa sangre",787000,7.2,"Drama"
"Santos peregrinos",900000,4.5,"Comedy"
"Sara",835000,6.3,"Mixed"
"Saratoga Trunk",1750000,5.9,"Drama"
"Saturn",350000,5.5,"Drama"
"Satyricon",3000000,6.5,"Mixed"
"Savage",5000000,4.1,"Action"
"Savage Roses",15000,2.7,"Mixed"
"Save the Last Dance",13000000,6.1,"Mixed"
"Saved!",5000000,7.1,"Mixed"
"Saving Private Ryan",70000000,8.3,"Mixed"
"Saving Ryan's Privates",6500,6,"Mixed"
"Saving Silverman",22000000,5.4,"Mixed"
"Savior",10000000,7.2,"Drama"
"Saw",1200000,7.5,"None"
"Say It Isn't So",25000000,4.6,"Mixed"
"Scam Artist, The",500000,7.1,"Mixed"
"Scanner Cop II",4000000,3.7,"None"
"Scaramouche",858723,7.4,"Mixed"
"Scaramouche",3500000,7.6,"Mixed"
"Scarface",25000000,7.9,"Drama"
"Scarlet Clue, The",75000,6.2,"None"
"Scarlet Empress, The",900000,7.5,"Drama"
"Scarlet Letter, The",430290,8,"Drama"
"Scarlet Letter, The",50000000,4.4,"Mixed"
"Scarlett Mecca and the Pentagram Girl",20000,6.3,"Mixed"
"Scary Movie",19000000,5.5,"Comedy"
"Scary Movie 2",45000000,4.2,"Comedy"
"Scary Movie 3",45000000,5.3,"Comedy"
"Scene Smoking: Cigarettes, Cinema & the Myth of Cool",145000,2.6,"Documentary"
"Scene Stealers",75000,8.6,"Drama"
"Schindler's List",25000000,8.8,"Drama"
"Schizopolis",250000,7,"Comedy"
"School Daze",6500000,5.3,"Drama"
"School of Rock, The",20000000,7.4,"Comedy"
"Scooby-Doo",84000000,4.8,"Comedy"
"Score, The",68000000,6.8,"Drama"
"Scorpio Rising",16000,6.6,"Short"
"Scorpion King, The",60000000,5.3,"Action"
"Scream",15000000,7,"None"
"Scream 2",24000000,5.9,"None"
"Scream 3",40000000,5.4,"None"
"Screamers",11000000,5.6,"None"
"Screen Test",1000000,3.3,"Comedy"
"Screwballs",800000,4.3,"Comedy"
"Screwed",10000000,4.8,"Comedy"
"Se7en",30000000,8.4,"Drama"
"Sea Ghost",1500000,3.7,"None"
"Sea Hawk, The",1700000,7.8,"Romance"
"Seabiscuit",86000000,7.5,"Drama"
"Search and Destroy",4000000,5,"Mixed"
"Searchers, The",3750000,8.2,"Drama"
"Searching for Angela Shelton",300000,8.7,"Documentary"
"Searching for Debra Winger",600000,5.6,"Documentary"
"Secondhand Lions",30000000,7.4,"Mixed"
"Secret Beyond the Door...",615065,6.8,"None"
"Secret Ceremony",3200000,5.4,"Drama"
"Secret Cinema, The",5000,7.7,"Mixed"
"Secret Invasion, The",600000,5.7,"Drama"
"Secret Journal of Benny Travis, The",51000,8.6,"Short"
"Secret Kingdom, The",800000,3.9,"None"
"Secret Life of Girls, The",2500000,5,"Comedy"
"Secret Window",40000000,6.3,"Drama"
"Secret of the Purple Reef, The",86000,5.3,"Drama"
"Secrets",531641,6.5,"None"
"Secrets & Lies",4500000,7.9,"Mixed"
"See Spot Run",16000000,5,"Comedy"
"Seed of Chucky",12000000,5.1,"Comedy"
"Selena",20000000,6.1,"Drama"
"Sensations",250000,5.1,"Drama"
"Sense and Sensibility",16500000,7.7,"Mixed"
"Sensitive New-Age Killer",1000000,4.2,"Action"
"Sentinel, The",3700000,5.5,"None"
"September",10000000,6.1,"Drama"
"Serendipity",28000000,6.6,"Mixed"
"Sergeant York",1400000,7.9,"Drama"
"Serial Mom",13000000,6.3,"Comedy"
"Series of Small Things, A",15000,8.4,"Mixed"
"Serpent and the Rainbow, The",7000000,5.9,"None"
"Serpent's Kiss, The",13000000,5.3,"Drama"
"Serpent's Lair",4000000,4.1,"None"
"Serving Sara",29000000,4.6,"Mixed"
"Session 9",1500000,6.6,"Drama"
"Set It Off",9000000,6.1,"Mixed"
"Setta, La",2000000,5.7,"None"
"Seven Days in May",2200000,7.8,"Drama"
"Seven Sinners",760000,6.4,"Mixed"
"Seven Year Itch, The",3200000,7.2,"Comedy"
"Seven Years in Tibet",70000000,6.6,"Drama"
"Seventh Coin, The",900000,4,"None"
"Sex, Lies, and Videotape",1200000,7.1,"Drama"
"Sgt. Bilko",39000000,5.1,"Comedy"
"Sgt. Pepper's Lonely Hearts Club Band",18000000,3.6,"None"
"Sh'Chur",700000,6.7,"Drama"
"Shade",6800000,6.5,"Drama"
"Shadow Conspiracy",45000000,4.5,"Action"
"Shadow of the Vampire",8000000,6.8,"Mixed"
"Shadow, The",40000000,5.2,"Action"
"Shadowlands",500000,1.1,"None"
"Shadows Over Chinatown",75000,6,"None"
"Shadows and Fog",14000000,6.3,"Mixed"
"Shaft",1125000,6.5,"Mixed"
"Shaft",46000000,6,"Action"
"Shake, Rattle & Rock!",79000,5.1,"Mixed"
"Shakes the Clown",1400000,5.5,"Comedy"
"Shakespeare in Love",25000000,7.5,"Mixed"
"Shakespeare's Children",100000,5.1,"Documentary"
"Shalako",1455000,5.2,"None"
"Shall We Dance",991000,7.6,"Mixed"
"Shall We Dance",40000000,6,"Mixed"
"Shallow Grave",2500000,7.4,"Drama"
"Shallow Hal",40000000,6.1,"Mixed"
"Shampoo Horns",2500000,4.3,"Drama"
"Shanghai Cobra, The",75000,5.9,"None"
"Shanghai Gesture, The",1000000,6.7,"Drama"
"Shanghai Knights",50000000,6.3,"Mixed"
"Shanghai Noon",55000000,6.7,"Mixed"
"Shanghai Surprise",17000000,2.8,"Mixed"
"Shape of Things, The",4000000,6.9,"Drama"
"Shards",38000,7.7,"Mixed"
"Shark Tale",75000000,5.9,"Mixed"
"Sharks 3D",4000000,7.8,"Mixed"
"Shattered Glass",6000000,7.5,"Drama"
"Shaun of the Dead",4000000,7.9,"Comedy"
"Shawshank Redemption, The",25000000,9.1,"Drama"
"She Demons",65000,2.6,"None"
"She Done Him Wrong",200000,6.8,"Comedy"
"She Freak",65000,3.5,"None"
"She Gods of Shark Reef",50000,2.7,"None"
"She Had to Say Yes",111000,6,"Drama"
"She Wore a Yellow Ribbon",1600000,7.5,"Romance"
"She's All That",10000000,5.5,"Mixed"
"She's Gotta Have It",160000,6.3,"Mixed"
"She's So Lovely",18000000,5.7,"Mixed"
"She's the One",3500000,6,"Mixed"
"She-Creature, The",100000,3.1,"None"
"Sheena",25000000,4,"Mixed"
"Shelter",125000,4.6,"Drama"
"Shelter Island",5000000,3.9,"None"
"Shichinin no samurai",500000,8.9,"Mixed"
"Shine",5500000,7.6,"Mixed"
"Shining, The",19000000,8.3,"None"
"Shipping News, The",35000000,6.9,"Mixed"
"Shock",375000,6.4,"None"
"Shock Act",50000,9.1,"Short"
"Shock Treatment",3500000,4.5,"Comedy"
"Shock Waves",200000,5.4,"None"
"Shock, The",90220,7,"Drama"
"Shooter",25000,7,"Mixed"
"Shooting Fish",3000000,6.6,"Mixed"
"Shopping for Fangs",100000,7.6,"None"
"Short Cut to Nirvana: Kumbh Mela",200000,8.6,"Documentary"
"Shot at Glory, A",9000000,6.3,"Drama"
"Shotgun Wedding",2000,9.1,"Mixed"
"Shottas",200000,6.4,"Mixed"
"Show Boat",2295429,7,"Mixed"
"Showboy",300000,4.5,"Comedy"
"Showgirls",45000000,3.8,"Drama"
"Showtime",85000000,5.5,"Mixed"
"Shrek",60000000,8,"Mixed"
"Shrek 2",75000000,7.8,"Mixed"
"Shrink Is In, The",6000000,4.9,"Mixed"
"Shtei Etzbaot Mi'Tzidon",80000,8.5,"Drama"
"Shutter",15000,3.5,"Short"
"Sibirskiy tsiryulnik",35000000,7.1,"Mixed"
"Sid and Nancy",4000000,7,"Drama"
"Sidewalks of New York",1000000,6.5,"Mixed"
"Sideways",16000000,8,"Mixed"
"Siege, The",70000000,5.9,"Mixed"
"Sign of the Pagan",1300000,5.7,"Drama"
"Signs",72000000,7.1,"Drama"
"Silence of the Lambs, The",19000000,8.5,"None"
"Silencio",10000,9.6,"Short"
"Silent Amy",7000,8.4,"Short"
"Silent Cry",4500000,3.7,"Drama"
"Silent Movie",4400000,6.3,"Comedy"
"Silent Night, Deadly Night",750000,4.4,"None"
"Silent Night, Deadly Night Part 2",250000,2.3,"None"
"Silent Trigger",15000000,4.7,"Mixed"
"Silenzio dei prosciutti, Il",3000000,3.4,"Comedy"
"Silk Stockings",1853463,6.9,"Mixed"
"Silmido",8000000,7.1,"Mixed"
"Silver Bullet",7000000,5.6,"None"
"Silver Chalice, The",4500000,4.1,"Mixed"
"Silverado",26000000,7,"Mixed"
"Simon Birch",20000000,6.8,"Mixed"
"Simon: An English Legionnaire",3500000,5.7,"Drama"
"Simple Plan, A",17000000,7.6,"Drama"
"Simple Wish, A",28000000,5,"Comedy"
"Simply Irresistible",6000000,4.7,"Mixed"
"Sin City",45500000,8.3,"Action"
"Sin of Harold Diddlebock, The",1712959,6.2,"Comedy"
"Sinbad: Legend of the Seven Seas",60000000,6.5,"Animation"
"Since You Went Away",2400000,7.6,"Drama"
"Sindrome di Stendhal, La",3800000,5.8,"None"
"Sinful Davey",3000000,5.6,"Comedy"
"Singin' in the Rain",2540800,8.5,"Mixed"
"Singing Detective, The",10000000,5.3,"Mixed"
"Single Standard, The",336000,6.6,"Mixed"
"Single and Dealing with It",175000,5,"Comedy"
"Singles Ward, The",500000,5.7,"Mixed"
"Sinnui yauman",5600000,7.4,"Mixed"
"Sins of Jezebel",100000,5,"Drama"
"Sins of the Fleshapoids",1000,7.9,"Mixed"
"Sirota kazanskaya",800000,7,"Mixed"
"Sista vals, En",35000,5.1,"Mixed"
"Sisters",500000,6.8,"None"
"Sit and Spin",50000,8.7,"Mixed"
"Siunin Wong Fei-hung tsi titmalau",2000000,7.4,"Mixed"
"Six Days Seven Nights",70000000,5.6,"Mixed"
"Six-String Samurai",2000000,6.2,"Action"
"Sixteen Candles",6500000,6.9,"Mixed"
"Sixth Sense, The",55000000,8.2,"Drama"
"Sjunde inseglet, Det",150000,8.4,"Drama"
"Skeleton Dance, The",5386,8.6,"Mixed"
"Skeletons",2200000,5.3,"Drama"
"Skeletons in the Closet",1500000,5.4,"Drama"
"Skin Deep",400000,3.8,"Mixed"
"Skullduggery",4500000,4,"None"
"Skulls, The",15000000,5.3,"Drama"
"Sky Bandits",18000000,3.8,"Action"
"Sky Captain and the World of Tomorrow",40000000,6.5,"Action"
"Slacker",23000,6.7,"Mixed"
"Slackers",11000000,4.7,"Comedy"
"Slam",1000000,7.1,"Drama"
"Slap Her... She's French",10000000,4.7,"Comedy"
"Slashers",165000,5.2,"None"
"Slaughter Rule, The",500000,6,"Drama"
"Sledgehammer",40000,3.7,"None"
"Sleepaway Camp",350000,5.3,"None"
"Sleeper",2000000,7.4,"Comedy"
"Sleepers",44000000,7,"Drama"
"Sleeping Beauty",6000000,7.4,"Mixed"
"Sleeping Dictionary, The",12000000,6.1,"Mixed"
"Sleepless in Seattle",21000000,6.7,"Mixed"
"Sleepover",10000000,4.1,"Comedy"
"Sleepwalk",100000,5.7,"Drama"
"Sleepwalker",15000,1.5,"Short"
"Sleepy Hollow",65000000,7.4,"None"
"Slog Movie, The",5000,8,"Documentary"
"Slumber Party Massacre, The",250000,4.4,"None"
"Slums of Beverly Hills",5000000,6.4,"Mixed"
"Small Soldiers",40000000,5.8,"Mixed"
"Small Time Crooks",18000000,6.5,"Mixed"
"Smile Like Yours, A",18000000,4.5,"Mixed"
"Smilla's Sense of Snow",35000000,6.3,"Mixed"
"Smoke",7000000,7.4,"Mixed"
"Smoke Signals",2000000,7.2,"Mixed"
"Smokin' Stogies",280000,4.6,"None"
"Snackers",13000,7,"Mixed"
"Snake Eyes",73000000,5.7,"None"
"Snatch.",10000000,7.9,"Comedy"
"Snell Show, The",6000,9.2,"Mixed"
"Snitch",11000000,6.2,"Mixed"
"Snow Day",13000000,4.6,"Mixed"
"Snow Dogs",35000000,5.1,"Comedy"
"Snow Falling on Cedars",36000000,6.7,"Drama"
"Snow White and the Seven Dwarfs",1488000,7.8,"Mixed"
"Snow White and the Three Stooges",3500000,4.1,"Comedy"
"So Ends Our Night",401000,7.2,"None"
"Social Intercourse",15000,4.8,"Comedy"
"Soft for Digging",6000,6.1,"Drama"
"Soho Square",7000,4.9,"Drama"
"Sol Goode",3000000,5.4,"Comedy"
"Solar Crisis",55000000,3.9,"None"
"Solaris",47000000,6.3,"Mixed"
"Soldier",75000000,5.2,"Action"
"Soldier's Leap, The",75000,8.3,"Mixed"
"Soldier, The",3000,9.2,"Mixed"
"Soldiers Pay",180000,7,"Mixed"
"Soliloquy",3000,7.2,"Mixed"
"Soliloquy",89000,9.2,"Comedy"
"Solitaire for 2",1500000,4.8,"Mixed"
"Solitude",5000,8.6,"Drama"
"Solomon Bernstein's Bathroom",35000,6.4,"Short"
"Solomon and Sheba",5000000,5.8,"Drama"
"Solstice",130000,5.1,"Drama"
"Some Like It Hot",2883848,8.4,"Mixed"
"Someone Like You...",23000000,5.7,"Mixed"
"Something Weird",35000,3.1,"None"
"Something Wicked This Way Comes",19000000,6.5,"None"
"Something to Sing About",900000,6,"Comedy"
"Sometimes They Come Back... Again",3000000,2.9,"None"
"Sometimes They Come Back... for More",2000000,2.8,"None"
"Somewhere in Time",5100000,6.8,"Mixed"
"Son",2000000,4.2,"Mixed"
"Son of Kong, The",250000,5.6,"Mixed"
"Son of the Mask",74000000,1.9,"Mixed"
"Song Is Born, A",2400000,7.2,"Comedy"
"Song jia huang chao",50000000,6.9,"Mixed"
"Song of Bernadette, The",2000000,7.7,"Drama"
"Songcatcher",1800000,7.2,"Drama"
"Sons of Provo",200000,4.3,"Comedy"
"Sorcerer",22000000,7.1,"None"
"Sorority Babes in the Slimeball Bowl-O-Rama",90000,4,"Comedy"
"Sorority Boys",12000000,5.1,"Comedy"
"Sorority House Vampires",50000,1.8,"Comedy"
"Sorte Nula",150000,7.3,"None"
"Soul Assassin",7000000,4,"Action"
"Soul Food",7500000,6.5,"Mixed"
"Soul Plane",16000000,3.2,"Comedy"
"Soul Survivors",14000000,3.6,"None"
"Sound of Music, The",8200000,7.8,"Drama"
"South Beach",800000,3.4,"Mixed"
"South Pacific",6000000,6.6,"Romance"
"South Park: Bigger Longer & Uncut",21000000,7.6,"Mixed"
"Space Available",18000,9.2,"Mixed"
"Space Between, The",12000,4.8,"Short"
"Space Between, The",1500,5.4,"None"
"Space Cowboys",65000000,6.4,"Drama"
"Space Jam",80000000,5.2,"Mixed"
"Space Truckers",25000000,4.5,"Comedy"
"Space-Thing",17500,3.5,"Comedy"
"Spaceballs",22700000,6.7,"Comedy"
"Spaced Invaders",3000000,4.5,"Comedy"
"Spacehunter: Adventures in the Forbidden Zone",14400000,4.2,"None"
"Spaceman",50000,4.7,"Comedy"
"Spandex: A Father's Tale",30000,9.4,"Mixed"
"Spanglish",80000000,6.7,"Mixed"
"Spanish Judges",3500000,4.8,"Drama"
"Spanking the Monkey",200000,6.5,"Mixed"
"Sparrows",463455,7.4,"Drama"
"Spartacus",12000000,8,"Mixed"
"Spawn",40000000,4.6,"Action"
"Spawn of the Slithis",100000,2.5,"None"
"Specialist, The",45000000,4.7,"Mixed"
"Species",35000000,5.4,"Mixed"
"Speed",28000000,7.1,"Action"
"Speed 2: Cruise Control",110000000,3.3,"Mixed"
"Speedway",1500000,4.6,"Action"
"Speedway Junky",1000000,5.3,"Drama"
"Spellbound",1696377,7.6,"Mixed"
"Spelling Bee",20000,8.3,"Mixed"
"Sphere",80000000,5.3,"None"
"Sphinx",14000000,4.5,"None"
"Spice World",25000000,3,"Comedy"
"Spider",8000000,6.8,"Drama"
"Spider Baby, or The Maddest Story Ever Told",65000,6.7,"Comedy"
"Spider-Man",139000000,7.4,"Action"
"Spider-Man 2",200000000,7.9,"Action"
"Spiders",2000000,3.2,"None"
"Spies Like Us",22000000,5.7,"Comedy"
"Spin Cycle, The",5300,8.8,"Short"
"Spinal Tap: The Final Tour",50000,6.6,"Mixed"
"Spirit of America, The",60000,6,"Short"
"Spirit of St. Louis, The",6000000,7.1,"Drama"
"Spirit: Stallion of the Cimarron",80000000,6.4,"Animation"
"Spirithunter, The",100000,8.3,"None"
"Spitfire Grill, The",6000000,6.7,"Drama"
"Splash",8000000,6.3,"Mixed"
"Split Second",7000000,5.3,"Action"
"SpongeBob SquarePants Movie, The",30000000,6.5,"Mixed"
"Spook",1000000,8.3,"None"
"Spotless",250000,3.9,"Action"
"Spring Fever",4300000,4.3,"Comedy"
"Spring Forward",2000000,7.1,"Drama"
"Spudmonkey",1100000,7.8,"Comedy"
"Spun",2800000,6.2,"Mixed"
"Spy Game",92000000,7,"Mixed"
"Spy Hard",18000000,4.5,"Mixed"
"Spy Kids",35000000,6.2,"Mixed"
"Spy Kids 2: Island of Lost Dreams",39000000,5.8,"Mixed"
"Spy Kids 3-D: Game Over",39000000,4.7,"Mixed"
"Spy Who Loved Me, The",14000000,6.9,"Action"
"Squaw Man, The",15450,6.3,"Drama"
"Squeeze",155000,4.9,"Drama"
"St. Louis Kid, The",80000,6.4,"Drama"
"St. Valentine's Day Massacre, The",1000000,6.1,"Drama"
"Stacey",100000,5.6,"Mixed"
"Stag",3000000,5.5,"Mixed"
"Stage Door",952000,7.6,"Drama"
"Stagecoach",531300,8,"Mixed"
"Stakeout on Dope Street",35000,7,"Drama"
"Stalag 17",1315000,8.2,"Drama"
"Stand by Me",8000000,8,"Drama"
"Stand-In, The",400000,5.6,"Drama"
"Standalone",245000,7.3,"Mixed"
"Standing by Yourself",1000,9.1,"Documentary"
"Stanley",125000,3.9,"None"
"Stanley and Livingstone",2000000,7.2,"Drama"
"Star Is Born, A",1173639,7.5,"Drama"
"Star Is Born, A",5019770,7.7,"Drama"
"Star Is Born, A",6000000,5,"Mixed"
"Star Kid",12000000,5,"None"
"Star Trek III: The Search for Spock",17000000,6.2,"Action"
"Star Trek IV: The Voyage Home",25000000,7.1,"Comedy"
"Star Trek V: The Final Frontier",27800000,4.8,"Action"
"Star Trek VI: The Undiscovered Country",30000000,6.9,"Action"
"Star Trek the Experience: The Klingon Encounter",70000000,7,"Mixed"
"Star Trek: First Contact",45000000,7.3,"Action"
"Star Trek: Generations",35000000,6.2,"Mixed"
"Star Trek: Insurrection",58000000,6.3,"Mixed"
"Star Trek: Nemesis",70000000,6.5,"Mixed"
"Star Trek: The Motion Picture",35000000,5.8,"None"
"Star Trek: The Wrath of Khan",11000000,7.6,"Action"
"Star Wars",11000000,8.8,"Action"
"Star Wars: Episode I - The Phantom Menace",115000000,6.4,"Action"
"Star Wars: Episode II - Attack of the Clones",120000000,7,"Action"
"Star Wars: Episode V - The Empire Strikes Back",18000000,8.8,"Action"
"Star Wars: Episode VI - Return of the Jedi",32500000,8.1,"Action"
"Star of Midnight",280000,7,"Mixed"
"Star!",14000000,6,"None"
"Star-Crossed",2500,8.4,"Romance"
"Stardust Memories",10000000,6.8,"Mixed"
"Stargate",55000000,6.4,"Action"
"Stark Raving Mad",5000000,6.2,"Comedy"
"Starkweather",1000000,4.6,"Drama"
"Starman",24000000,6.8,"Mixed"
"Starship Troopers",95000000,6.7,"Action"
"Starsky & Hutch",60000000,6.3,"Mixed"
"State Fair",4500000,5.5,"None"
"State of the Union",2600000,7.2,"Mixed"
"State's Evidence",400000,7,"Drama"
"Statement, The",23000000,6.1,"Drama"
"Stateside",16000000,5.4,"Drama"
"Station Agent, The",500000,8.1,"Drama"
"Stationery Games",2500,6.1,"Mixed"
"Statski sovetnik",4000000,7,"Drama"
"Steagle, The",1850000,4.2,"Comedy"
"Steaks, The",1000,8.7,"Mixed"
"Steal Big Steal Little",35000000,4.6,"Comedy"
"Stealing Harvard",25000000,4.7,"Mixed"
"Steam Cloud Rising",25000,6.4,"Drama"
"Steamboat Willie",4986,7.6,"Mixed"
"Steamboy",20000000,6.6,"Mixed"
"Steaming",3000000,5,"Drama"
"Steel",16000000,2.6,"Action"
"Steel Helmet, The",103000,7.6,"Drama"
"Steel Legends: Railroads of the Northeast",17500,8.5,"Documentary"
"Steel Spirit",20000,6,"Action"
"Stella Dallas",700000,7.6,"Drama"
"Stepford Wives, The",90000000,5.3,"Mixed"
"Stepmom",50000000,6.1,"Mixed"
"Stereo",3500,4.7,"None"
"Steven Spielberg's Movie",11000,1.7,"Mixed"
"Sticky Fingers of Time, The",250000,5.5,"None"
"Stigmata",32000000,6,"Drama"
"Still Lover",1000,7.7,"Mixed"
"Sting, The",5500000,8.4,"Mixed"
"Stir of Echoes",13000000,7,"None"
"Stolen Summer",1500000,6.2,"Drama"
"Story of Alexander Graham Bell, The",1500000,7.2,"Drama"
"Story of Dr. Wassell, The",2720000,6.7,"Mixed"
"Story of Us, The",50000000,5.6,"Mixed"
"Story of Vernon and Irene Castle, The",1196000,6.7,"Romance"
"Story of a Three-Day Pass, The",100000,4.7,"Drama"
"Story of the Kelly Gang, The",2250,6,"None"
"Straight Out of Brooklyn",450000,5.4,"Drama"
"Straight Story, The",10000000,8.1,"Drama"
"Straight to Hell",1000000,4.9,"Comedy"
"Strange Days",42000000,6.9,"Mixed"
"Strange Interlude",408000,5.8,"Drama"
"Strangeland",2000000,4.4,"None"
"Stranger Than Paradise",90000,7.4,"Mixed"
"Stranger on the Third Floor",171200,6.9,"Drama"
"Strangers",1000,9.7,"Mixed"
"Strangers on a Train",1200000,8.3,"Drama"
"Straw Dogs",3251794,7.4,"Drama"
"Street Pirates",650000,8.2,"Documentary"
"Street Scene",584000,7.9,"Drama"
"Streetcar Named Desire, A",1800000,8.1,"Drama"
"Streets of Fire",14500000,6.2,"Mixed"
"Strike Up the Band",838661,6.7,"Comedy"
"Stripes",10000000,6.8,"Comedy"
"Striporama",40000,7.7,"None"
"Striptease",50000000,3.8,"Mixed"
"Stryker's War",100000,5.1,"Action"
"Stuart Little",103000000,6,"Comedy"
"Stuart Little 2",120000000,5.9,"Comedy"
"Student Nurses, The",150000,3.4,"Drama"
"Student Prince in Old Heidelberg, The",1205000,7.9,"Mixed"
"Student of Prague, The",8000,8.7,"Mixed"
"Stuff, The",1700000,4.9,"Comedy"
"Stupids, The",25000000,3.7,"Comedy"
"Sub Down",17000000,4.4,"Drama"
"Sub terra",1200000,7,"Mixed"
"Submarine",150000,6.7,"Mixed"
"Subterraneans, The",931724,4.7,"Drama"
"Suburbia",1000000,6.8,"None"
"Suddenly, Last Summer",3000000,7.5,"Drama"
"Sugar & Spice",11000000,5.3,"Comedy"
"Sugar Town",250000,5.8,"Comedy"
"Sugarland Express, The",3000000,6.7,"Drama"
"Suicide Inc.",8000,3.2,"Mixed"
"Suicide Kings",5000000,7,"Mixed"
"Sullivan's Travels",689665,8.2,"Mixed"
